316.64,379.95
264.41,363.33
236.72,337.22
231.97,345.13
243.84,351.46
227.22,372.04
224.05,379.95
210.60,378.37
194.78,394.99
145.71,383.91
155.21,386.28
148.09,411.60
138.59,407.65
222.47,421.10
224.05,407.65
209.02,401.32
239.09,396.57
247.00,398.15
258.87,394.99
257.29,382.32
266.00,390.24
288.15,399.73
288.95,426.64
315.06,436.93
302.40,439.30
388.65,413.19
379.95,404.48
398.94,398.15
436.93,364.91
447.21,358.58
442.47,353.04
451.96,330.10
438.51,324.56
440.09,316.64
422.68,322.18
429.80,310.31
413.98,313.48
413.98,304.77
452.75,296.86
450.38,281.82
434.55,253.33
427.43,258.87
421.10,269.16
412.39,269.95
406.86,275.49
406.86,288.95
406.86,255.71
481.24,224.85
462.25,216.93
377.58,90.32
364.12,76.86
436.14,190.03
373.62,265.20
369.66,272.33
340.38,307.15
363.33,334.84
276.28,315.06
296.07,319.81
285.78,343.55
273.91,341.97
260.46,348.30
310.31,329.30
283.41,452.75
291.32,474.91
300.82,475.70
296.07,486.78
301.61,495.49
338.01,500.23
327.72,502.61
328.51,494.69
411.60,459.08
402.90,464.62
416.35,432.18
406.06,434.55
408.44,424.27
468.58,437.72
507.36,431.39
508.94,417.14
507.36,462.25
496.28,470.16
503.40,475.70
492.32,485.20
489.95,468.58
448.80,496.28
446.42,490.74
432.97,504.19
451.96,469.37
451.17,392.61
359.37,357.79
347.50,357.00
332.47,356.21
329.30,348.30
341.17,341.17
338.80,332.47
344.34,318.22
236.72,446.42
224.85,470.16
245.42,461.46
238.30,455.92
225.64,457.50
167.87,268.37
168.66,257.29
171.03,241.46
171.83,198.73
220.89,153.63
206.65,169.45
180.53,172.62
204.27,158.37
218.52,139.38
222.47,120.39
182.11,58.66
132.26,66.58
103.77,27.80
59.46,100.61
49.17,102.19
47.59,111.68
57.87,168.66
53.92,316.64
150.46,355.42
102.19,364.12
91.90,367.29
94.27,349.88
108.52,372.83
406.06,199.52
438.51,92.69
348.30,15.93
349.88,4.85
124.35,43.63
